year,date_,time,race,sex,age,wound,location,point_x,point_y,fatal
2021,2021-09-25 00:00:00+00,21:27:00,B,M,35,Multiple,2200 BLOCK S BUCKNELL ST,-75.18599865,39.92412553,0
2023,2023-03-22 00:00:00+00,06:50:00,B,M,21,Chest,2700 BLOCK WOLF ST,-75.19155421,39.92364274,0
2015,2015-04-20 00:00:00+00,23:16:00,B,M,35,Head,2600 BLOCK Jackson St,-75.18976206,39.92570487,0
2020,2020-09-14 00:00:00+00,21:36:00,B,M,38,Multiple,2000 BLOCK MERCY ST,-75.17976504,39.92610819,0
2020,2020-08-16 00:00:00+00,20:03:00,B,M,19,Multiple,2700 BLOCK WINTON TERRACE,-75.19166719,39.92530006,0
2015,2015-04-20 00:00:00+00,23:16:00,B,F,18,Shoulder,2600 BLOCK Jackson St,-75.18982504,39.92570879,0
2016,2016-08-17 00:00:00+00,18:00:00,B,M,22,Head,2000 BLOCK S 21ST ST,-75.18095925,39.92700382,0
2024,2024-06-09 00:00:00+00,16:21:00,B,M,35,Multiple/Head,1900 BLOCK S 22ND ST,-75.1823757,39.92749264,1
2019,2019-01-15 00:00:00+00,18:49:00,B,M,23,Multiple,2000 BLOCK Snyder Ave,-75.17932243,39.92580343,1
2019,2019-11-21 00:00:00+00,21:27:00,B,M,16,Leg,2100 BLOCK S 24th St,-75.18653507,39.92587113,0
2021,2021-11-14 00:00:00+00,20:26:00,B,M,22,Multiple,2100 BLOCK S BROAD ST,-75.17006959,39.92430252,1
2016,2016-05-11 00:00:00+00,21:20:00,B,M,27,Leg,1900 BLOCK W Passyunk Ave,-75.1792493,39.92367457,0
2017,2017-01-29 00:00:00+00,01:18:00,B,M,25,Head,1900 BLOCK S Hemberger St,-75.18342919,39.92795808,0
2017,2017-08-05 00:00:00+00,22:40:00,B,M,27,Leg,28th & Jackson St,-75.19283445,39.92607979,0
2017,2017-10-31 00:00:00+00,22:42:00,B,M,23,Unknown,1800 BLOCK S 22nd St,-75.18202223,39.92967035,0
2016,2016-08-01 00:00:00+00,07:26:00,B,M,25,Multiple,2200 BLOCK Mckean St,-75.18413454,39.92750999,0
2018,2018-12-26 00:00:00+00,21:42:00,B,M,17,Wrist,2200 BLOCK McKean St,-75.18364179,39.92747015,0
2016,2016-08-16 00:00:00+00,05:30:00,B,M,22,Foot,2800 BLOCK Cantrell St,-75.19281303,39.92684965,0
2016,2016-09-13 00:00:00+00,21:56:00,B,M,27,Leg,1800 BLOCK Snyder Ave,-75.17715096,39.92554486,0
2021,2021-02-12 00:00:00+00,23:12:00,W,M,23,Head,2300 BLOCK MOORE ST,-75.18427059,39.92999575,1
2019,2019-03-05 00:00:00+00,21:20:00,B,M,17,Shoulder,2200 BLOCK Point Breeze Ave,-75.1924305,39.9260952,0
2022,2022-05-16 00:00:00+00,18:35:00,B,M,35,Multiple/Head,2600 BLOCK JACKSON ST,-75.18972269,39.92570242,1
2022,2022-07-14 00:00:00+00,23:03:00,W,M,50,Neck,1900 BLOCK S CHADWICK ST,-75.17347492,39.92702014,0
2022,2022-07-25 00:00:00+00,02:30:00,B,F,30,Foot,1800 BLOCK S SIGEL ST,-75.17553378,39.92806931,0
2018,2018-10-14 00:00:00+00,20:28:00,B,M,40,Leg,2000 BLOCK Snyder Ave,-75.17927591,39.9255636,0
2021,2021-12-30 00:00:00+00,17:13:00,B,M,32,Multiple,2100 BLOCK ETTING TERRACE,-75.19113056,39.92553455,0
2020,2020-09-08 00:00:00+00,23:32:00,B,M,25,Leg,6000 BLOCK REINHARD ST,-75.23035927,39.93174166,0
2022,2022-06-05 00:00:00+00,00:44:00,B,M,27,Multiple,6200 BLOCK WOODLAND AVE,-75.23075061,39.92801892,0
2020,2020-09-08 00:00:00+00,23:32:00,B,M,26,Back,6000 BLOCK REINHARD ST,-75.23035927,39.93174166,0
2022,2022-04-20 00:00:00+00,21:01:00,B,F,32,Back,5900 BLOCK TRINITY ST,-75.23128804,39.93477309,0
2023,2023-12-20 00:00:00+00,19:08:00,B,M,17,Chest,7300 BLOCK CHELWYNDE AVE,-75.24030579,39.91142674,0
2022,2022-10-03 00:00:00+00,05:17:00,B,M,61,Head,5800 BLOCK ANGORA TER,-75.23993135,39.9448325,1
2019,2019-05-11 00:00:00+00,01:30:00,A,M,35,Leg,7400 BLOCK Buist Ave,-75.24392243,39.91019339,0
2024,2024-01-16 00:00:00+00,17:27:00,B,M,31,Leg,5700 BLOCK BALTIMORE AVE,-75.23873127,39.9461359,0
2024,2024-06-25 00:00:00+00,19:58:00,B,M,55,Neck,2200 BLOCK S 63RD ST,-75.23109925,39.9268169,1
2020,2020-09-24 00:00:00+00,12:53:00,B,M,32,Leg,2100 BLOCK S 67TH ST,-75.23760698,39.92447258,0
2022,2022-02-17 00:00:00+00,14:32:00,B,M,34,Multiple,6000 BLOCK KINGSESSING AVE,-75.23115865,39.93184891,1
2020,2020-10-11 00:00:00+00,13:44:00,B,M,20,Multiple,6500 BLOCK WINDSOR ST (REAR),-75.24161074,39.9287183,1
2020,2020-11-25 00:00:00+00,01:09:00,B,M,21,Head,5300 BLOCK WILLOWS AVE,-75.22756283,39.94465535,1
2020,2020-12-01 00:00:00+00,17:27:00,B,M,29,Leg,5400 BLOCK LINDBERGH BLVD,-75.21589063,39.93224342,0
2020,2020-10-28 00:00:00+00,10:37:00,B,M,39,Leg,5400 BLOCK SPRINGFIELD AVE,-75.22542721,39.9398628,0
2019,2019-08-30 00:00:00+00,21:39:00,B,M,23,Leg,2200 BLOCK S 68th St,-75.23764143,39.92215504,0
2019,2019-02-03 00:00:00+00,12:52:00,B,M,17,Multiple,5400 BLOCK Pentridge St,-75.2277229,39.94367923,0
2019,2019-02-15 00:00:00+00,22:04:00,B,M,17,Multiple,5800 BLOCK Angora Terrace,-75.23983223,39.94486891,1
2019,2019-03-15 00:00:00+00,02:15:00,B,F,21,Arm,6200 BLOCK ELMWOOD AVE,-75.22642763,39.92487949,0
2019,2019-04-04 00:00:00+00,15:30:00,B,M,26,Leg,5400 BLOCK Chester St,-75.22379618,39.93941156,0
2019,2019-04-04 00:00:00+00,15:30:00,B,M,27,Buttocks,5400 BLOCK Chester St,-75.22379618,39.93941156,0
2019,2019-05-09 00:00:00+00,21:51:00,B,M,21,Head,6200 BLOCK Dickens Ave,-75.22569095,39.92425591,0
2019,2019-06-02 00:00:00+00,04:00:00,B,M,23,Multiple,5300 BLOCK Pentridge St,-75.227054,39.94413734,0
2019,2019-07-19 00:00:00+00,22:54:00,B,F,29,Head,1800 BLOCK S 68th St,-75.24282124,39.92652518,0
2018,2018-04-18 00:00:00+00,21:11:00,B,F,22,Neck,1500 BLOCK S LINDENWOOD ST,-75.21831283,39.93863218,0
2018,2018-06-19 00:00:00+00,18:30:00,B,M,57,Back,6600 BLOCK Woodland Ave,-75.23637618,39.92423028,0
2019,2019-07-28 00:00:00+00,20:00:00,B,M,21,Hand,2600 BLOCK S Carroll St,-75.23312802,39.91735695,0
2019,2019-07-28 00:00:00+00,20:00:00,B,M,24,Multiple,2600 BLOCK S Carroll St,-75.23312802,39.91735695,0
2019,2019-07-28 00:00:00+00,20:00:00,B,M,22,Multiple,2600 BLOCK S Carroll St,-75.23312802,39.91735695,0
2019,2019-07-28 00:00:00+00,20:00:00,B,M,22,Multiple,2600 BLOCK S Carroll St,-75.23312802,39.91735695,0
2019,2019-07-28 00:00:00+00,20:00:00,B,M,23,Head,2600 BLOCK S Carroll St,-75.23312802,39.91735695,0
2022,2022-02-22 00:00:00+00,18:38:00,B,M,43,Multiple,5600 BLOCK ELMWOOD AVE,-75.21788702,39.93088158,0
2018,2018-08-17 00:00:00+00,23:48:00,B,M,21,Unknown,1600 BLOCK S 54TH ST,-75.22161161,39.93857372,0
2019,2019-07-28 00:00:00+00,16:00:00,B,M,21,Head,2600 BLOCK S Carroll St,-75.23312802,39.91735695,1
2018,2018-03-20 00:00:00+00,20:30:00,B,M,33,Pelvis,8800 BLOCK Tinicum Blvd,-75.24764304,39.88575515,0
2018,2018-03-20 00:00:00+00,06:22:00,A,M,50,Head,6500 BLOCK Kingsessing Ave,-75.23762223,39.92730508,1
2018,2018-03-20 00:00:00+00,06:22:00,A,M,53,Chest,6500 BLOCK Kingsessing Ave,-75.23762223,39.92730508,1
2018,2018-02-11 00:00:00+00,14:18:00,B,M,21,Back,2400 BLOCK S 75th St,-75.24624783,39.91131379,0
2019,2019-09-26 00:00:00+00,03:36:00,B,M,,Hand,7200 BLOCK Elmwood St,-75.24047237,39.91499768,0
2018,2018-02-11 00:00:00+00,14:18:00,B,M,24,Buttocks,2400 BLOCK S 75th St,-75.24624783,39.91131379,0
2018,2018-02-11 00:00:00+00,14:18:00,B,M,23,Multiple,2400 BLOCK S 75th St,-75.24624783,39.91131379,1
2019,2019-11-25 00:00:00+00,12:10:00,B,M,20,Multiple,7200 BLOCK Saybrook Ave,-75.24506461,39.91730538,1
2019,2019-11-27 00:00:00+00,22:28:00,B,M,38,Arm,2000 BLOCK S 65TH ST,-75.23678984,39.92758005,0
2019,2019-12-13 00:00:00+00,13:30:00,B,M,23,Arm,5700 BLOCK Malcom St,-75.23342843,39.94181244,0
2019,2019-12-29 00:00:00+00,03:08:00,B,M,35,Back,5400 BLOCK Chester Ave,-75.22308479,39.9396592,0
2020,2020-12-15 00:00:00+00,17:28:00,B,M,25,Shoulder,5600 BLOCK PENTRIDGE ST,-75.23046748,39.94174755,0
2017,2017-08-26 00:00:00+00,01:55:00,B,M,24,Stomach,6100 BLOCK Woodland Ave,-75.22951271,39.92889033,0
2021,2021-12-30 00:00:00+00,21:12:00,B,M,18,Groin,6900 BLOCK LINDBERGH BLVD,-75.228637,39.91222142,0
2020,2020-09-08 00:00:00+00,01:32:00,B,M,46,Hip,2500 BLOCK BONNAFON ST,-75.23331312,39.91992843,0
2021,2021-01-25 00:00:00+00,19:16:00,B,M,26,Shoulder,S 58TH ST  /  WINDSOR ST,-75.23063664,39.93751598,0
2017,2017-07-19 00:00:00+00,22:28:00,B,M,28,Multiple,5600 BLOCK Gibson Dr,-75.21749721,39.93017858,1
2022,2022-11-09 00:00:00+00,19:55:00,W,M,44,Multiple,1700 BLOCK S 54TH ST,-75.21975547,39.9369498,0
2022,2022-10-18 00:00:00+00,14:38:00,B,M,20,Leg,4900 BLOCK SAYBROOK AVE,-75.21227985,39.94005226,0
2022,2022-10-18 00:00:00+00,14:38:00,B,M,19,Multiple,4900 BLOCK SAYBROOK AVE,-75.21227985,39.94005226,0
2022,2022-08-05 00:00:00+00,16:56:00,B,M,37,Leg,2200 BLOCK S 63RD ST,-75.23069626,39.92663819,0
2021,2021-06-22 00:00:00+00,18:46:00,B,M,17,Head,1200 BLOCK S 58TH ST,-75.2366955,39.9428076,1
2023,2023-12-20 00:00:00+00,19:08:00,W,F,23,Leg,7300 BLOCK CHELWYNDE AVE,-75.24030579,39.91142674,0
2021,2021-11-06 00:00:00+00,01:07:00,B,M,32,Back,6000 BLOCK REGENT ST,-75.23286095,39.93202412,1
2021,2021-08-16 00:00:00+00,22:01:00,B,M,34,Abdomen,57TH ST  /  ELMWOOD AVE,-75.21923516,39.93002578,0
2022,2022-12-13 00:00:00+00,05:33:00,W,F,22,Chest,6400 BLOCK GARMAN ST,-75.22725595,39.92127417,1
2022,2022-08-04 00:00:00+00,07:30:00,B,M,,Back,3100 BLOCK S 81ST ST,-75.24277379,39.89794805,1
2021,2021-08-16 00:00:00+00,22:01:00,B,M,38,Leg,57TH ST  /  ELMWOOD AVE,-75.21923516,39.93002578,0
2021,2021-08-16 00:00:00+00,22:01:00,B,M,51,Multiple,57TH ST  /  ELMWOOD AVE,-75.21923516,39.93002578,1
2022,2022-04-03 00:00:00+00,04:52:00,B,M,23,Multiple,6300 BLOCK LINDBERGH BLVD,-75.22426151,39.92085199,1
2021,2021-08-14 00:00:00+00,01:36:00,A,M,46,Multiple,6700 BLOCK WOODLAND AVE,-75.23812184,39.92300076,1
2022,2022-04-14 00:00:00+00,22:10:00,B,M,32,Multiple,2100 BLOCK S 67TH ST,-75.2381012,39.92472622,1
2021,2021-07-16 00:00:00+00,20:31:00,B,M,38,Leg,2700 BLOCK RUBY TERRACE,-75.21514832,39.93276922,0
2021,2021-07-16 00:00:00+00,20:31:00,B,M,33,Shoulder,2700 BLOCK RUBY TERRACE,-75.21514832,39.93276922,0
2021,2021-07-16 00:00:00+00,20:31:00,B,F,14,Stomach,2700 BLOCK RUBY TERRACE,-75.21514832,39.93276922,0
2021,2021-07-16 00:00:00+00,20:31:00,B,M,29,Chest,2700 BLOCK RUBY TERRACE,-75.21514832,39.93276922,0
2021,2021-07-16 00:00:00+00,20:31:00,B,M,31,Multiple,2700 BLOCK RUBY TERRACE,-75.21514832,39.93276922,1
2022,2022-04-14 00:00:00+00,22:10:00,B,M,32,Multiple,2100 BLOCK S 67TH ST,-75.2381012,39.92472622,1
2022,2022-04-16 00:00:00+00,21:19:00,B,M,49,Leg,1300 BLOCK S 57TH ST,-75.23393569,39.94249885,0
2021,2021-05-12 00:00:00+00,16:36:00,B,M,18,Multiple,5500 BLOCK KINGSESSING AVE,-75.22351755,39.93722125,0
2021,2021-05-12 00:00:00+00,16:36:00,B,M,24,Multiple,5500 BLOCK KINGSESSING AVE,-75.22351755,39.93722125,0
2021,2021-05-12 00:00:00+00,16:36:00,B,M,29,Multiple,5500 BLOCK KINGSESSING AVE,-75.22351755,39.93722125,0
2021,2021-05-12 00:00:00+00,16:36:00,B,M,20,Multiple,5500 BLOCK KINGSESSING AVE,-75.22351755,39.93722125,1
2021,2021-03-21 00:00:00+00,13:29:00,B,M,63,Head,1300 BLOCK S DIVINITY ST,-75.21527356,39.94040526,0
2021,2021-01-25 00:00:00+00,17:22:00,B,M,22,Multiple,1100 BLOCK S 53RD ST,-75.22499282,39.94348289,0
2021,2021-10-06 00:00:00+00,15:13:00,B,M,26,Head,5500 BLOCK ELLIOTT ST,-75.23186166,39.9450923,1
2021,2021-01-07 00:00:00+00,22:31:00,B,M,30,Multiple,2700 BLOCK S 66TH ST,-75.22874188,39.91893261,0
2024,2024-10-17 00:00:00+00,16:36:00,B,M,35,Head,6200 BLOCK WHEELER ST,-75.22848508,39.92516565,0
2022,2022-06-27 00:00:00+00,21:10:00,B,M,23,Chest,2500 BLOCK S MILLICK ST,-75.22342345,39.92558175,0
2022,2022-06-27 00:00:00+00,21:10:00,B,M,21,Shoulder,2500 BLOCK S MILLICK ST,-75.22342345,39.92558175,0
2022,2022-08-07 00:00:00+00,02:19:00,B,M,37,Head,1600 BLOCK S 53RD ST,-75.218822,39.93828166,1
2022,2022-09-11 00:00:00+00,16:26:00,B,M,24,Head,2100 BLOCK CEMETERY AVE,-75.23244268,39.92835375,1
2022,2022-12-05 00:00:00+00,19:03:00,B,M,27,Hand,1800 BLOCK S 58TH ST,-75.22970138,39.93670823,0
2022,2022-08-23 00:00:00+00,12:40:00,B,F,36,Chest,2100 BLOCK SIMPSON ST,-75.23488616,39.92697246,0
2023,2023-12-20 00:00:00+00,19:08:00,B,M,22,Hand,7300 BLOCK CHELWYNDE AVE,-75.24030579,39.91142674,0
2017,2017-05-12 00:00:00+00,,,M,,,1200 Block of S 51st St,-75.219059,39.942362,
2022,2022-05-18 00:00:00+00,22:02:00,B,M,32,Multiple,5700 BLOCK ELMWOOD AVE,-75.21939579,39.92998384,0
2021,2021-04-14 00:00:00+00,19:18:00,B,M,28,Chest,800 BLOCK S 53RD ST,-75.22956787,39.94731984,1
2021,2021-12-27 00:00:00+00,00:53:00,A,M,25,Shoulder,7000 BLOCK GREENWAY AVE,-75.24312472,39.92143508,0
2021,2021-04-14 00:00:00+00,15:18:00,B,M,6,Multiple,800 BLOCK S 53RD ST,-75.22956787,39.94731984,0
2021,2021-04-14 00:00:00+00,19:18:00,B,M,30,Chest,800 BLOCK S 53RD ST,-75.22956787,39.94731984,0
2021,2021-11-01 00:00:00+00,14:30:00,B,M,32,Leg,5200 BLOCK WOODLAND AVE,-75.21645532,39.9380665,0
2021,2021-08-06 00:00:00+00,21:15:00,B,M,35,Leg,5400 BLOCK CHESTER AVE,-75.22403259,39.93883151,0
2021,2021-03-18 00:00:00+00,17:06:00,B,M,28,Head,6700 BLOCK GUYER AVE,-75.2296157,39.91745057,1
2021,2021-03-16 00:00:00+00,19:05:00,B,F,27,Leg,5600 BLOCK GREENWAY AVE,-75.22302206,39.93546819,0
2021,2021-02-08 00:00:00+00,22:39:00,B,F,41,Multiple,5700 BLOCK HADFIELD ST,-75.23301976,39.94146471,0
2021,2021-12-20 00:00:00+00,20:56:00,B,M,37,Multiple,5200 BLOCK WARRINGTON AVE,-75.22309851,39.94355742,0
2021,2021-09-27 00:00:00+00,17:44:00,B,M,46,Multiple,5400 BLOCK CHESTER AVE,-75.2236363,39.93927268,0
2021,2021-01-26 00:00:00+00,16:20:00,B,M,31,Multiple,7800 BLOCK LINDBERGH BLVD,-75.24490418,39.90286318,0
2021,2021-01-15 00:00:00+00,19:35:00,B,M,26,Multiple,5800 BLOCK TRINITY ST,-75.22959316,39.93587963,0
2021,2021-01-15 00:00:00+00,19:35:00,B,M,27,Hand,5800 BLOCK TRINITY ST,-75.22959316,39.93587963,0
2021,2021-01-15 00:00:00+00,19:35:00,B,F,50,Abdomen,5800 BLOCK TRINITY ST,-75.22959316,39.93587963,0
2021,2021-12-18 00:00:00+00,13:54:00,B,M,21,Chest,5400 BLOCK WILLOWS AVE,-75.22813511,39.94388768,1
2021,2021-07-06 00:00:00+00,01:27:00,B,M,26,Chest,2000 BLOCK S ALDEN ST,-75.22563044,39.93462041,1
2021,2021-07-18 00:00:00+00,14:50:00,B,M,29,Leg,5500 BLOCK MALCOLM ST,-75.230493,39.9438909,0
2021,2021-07-18 00:00:00+00,14:50:00,B,M,15,Multiple,5500 BLOCK MALCOLM ST,-75.230493,39.9438909,0
2021,2021-07-18 00:00:00+00,14:50:00,B,M,18,Leg,5500 BLOCK MALCOLM ST,-75.230493,39.9438909,0
2021,2021-06-15 00:00:00+00,01:04:00,B,M,30,Multiple,5600 BLOCK GIBSON DR,-75.21767445,39.92992113,0
2021,2021-06-07 00:00:00+00,19:52:00,B,M,36,Multiple,6300 BLOCK THEODORE ST,-75.22706122,39.92300501,0
2021,2021-04-10 00:00:00+00,13:33:00,B,M,26,Leg,2500 BLOCK ISLAND AVE,-75.24327553,39.91258069,0
2022,2022-10-03 00:00:00+00,05:17:00,B,F,48,Multiple,5800 BLOCK ANGORA TER,-75.23993135,39.9448325,1
2022,2022-09-03 00:00:00+00,23:49:00,B,F,38,Multiple,5200 BLOCK WOODLAND AVE,-75.21685289,39.93795247,0
2024,2024-06-20 00:00:00+00,03:37:00,B,M,31,Foot,5800 BLOCK HADFIELD ST,-75.23436835,39.94085036,0
2022,2022-06-16 00:00:00+00,01:36:00,B,M,19,Chest,5400 BLOCK RIDGEWOOD ST,-75.22816639,39.94279022,1
2022,2022-01-17 00:00:00+00,07:00:00,B,M,31,Multiple,2800 BLOCK S 80TH ST,-75.24621569,39.90167817,1
2022,2022-07-04 00:00:00+00,07:16:00,B,M,16,Stomach,1900 BLOCK S 67TH ST,-75.24092885,39.9269624,1
2022,2022-06-15 00:00:00+00,21:36:00,B,M,18,Multiple,5400 BLOCK RIDGEWOOD ST,-75.22816639,39.94279022,1
2022,2022-06-14 00:00:00+00,22:15:00,B,M,21,Arm,2500 BLOCK S 65TH ST,-75.23030238,39.92216698,0
2022,2022-07-09 00:00:00+00,12:37:00,B,M,54,Multiple,7300 BLOCK SANDERLING PL,-75.23623853,39.90818709,1
2022,2022-01-31 00:00:00+00,13:42:00,B,F,39,Head,2300 BLOCK S 53RD ST,-75.21534472,39.93541553,0
2017,2017-03-29 00:00:00+00,,,M,,,5600 Block of Whitby Ave,-75.232308,39.943332,
2024,2024-06-19 00:00:00+00,02:28:00,B,M,38,Multiple,5900 BLOCK CHESTER AVE,-75.23053279,39.93432038,1
2024,2024-11-24 00:00:00+00,01:54:00,B,M,44,Neck,1300 BLOCK S 54TH ST,-75.22472553,39.94113825,0
2022,2022-09-16 00:00:00+00,10:25:00,B,M,20,Multiple,1300 BLOCK S LINDENWOOD ST,-75.22023829,39.94023126,0
2022,2022-01-31 00:00:00+00,13:42:00,B,F,33,Hand,2300 BLOCK S 53RD ST,-75.21534472,39.93541553,0
2016,2016-04-24 00:00:00+00,07:15:00,B,M,38,Multiple,5500 BLOCK Chester Ave,-75.22465561,39.93855616,0
2017,2017-08-21 00:00:00+00,14:42:00,B,M,23,Head,5000 BLOCK Woodland Ave,-75.21467147,39.93974813,1
2023,2023-12-28 00:00:00+00,13:30:00,B,M,21,Multiple,1900 BLOCK S 61ST ST,-75.23355038,39.93216328,0
2022,2022-02-11 00:00:00+00,23:16:00,B,M,29,Multiple,6000 BLOCK WOODLAND AVE,-75.22906389,39.92920552,1
2022,2022-12-20 00:00:00+00,07:52:00,B,F,42,Head,1000 BLOCK S 57TH ST,-75.23727526,39.94567748,1
2022,2022-04-04 00:00:00+00,21:10:00,B,M,20,Buttocks,2500 BLOCK S FELTON ST,-75.22684952,39.92459566,0
2023,2023-02-07 00:00:00+00,00:51:00,B,F,13,Shoulder,2600 BLOCK S 65TH ST,-75.22772707,39.91993424,0
2022,2022-06-17 00:00:00+00,00:43:00,B,M,17,Multiple,2500 BLOCK S 61ST ST,-75.22362513,39.92496094,1
2022,2022-08-24 00:00:00+00,21:37:00,B,M,29,Multiple,5200 BLOCK BEAUMONT ST,-75.2236461,39.9444725,0
2022,2022-08-24 00:00:00+00,21:37:00,B,M,52,Leg,5200 BLOCK BEAUMONT ST,-75.2236461,39.9444725,0
2022,2022-08-31 00:00:00+00,23:02:00,B,M,24,Leg,2700 BLOCK S 54TH DR,-75.21566384,39.93278566,0
2022,2022-08-31 00:00:00+00,23:03:00,B,M,27,Leg,2700 BLOCK S 54TH DR,-75.21566384,39.93278566,0
2022,2022-09-24 00:00:00+00,13:37:00,B,M,51,Buttocks,1600 BLOCK S 51ST ST,-75.21223453,39.93704295,0
2022,2022-09-29 00:00:00+00,17:03:00,B,M,14,Abdomen,1100 BLOCK S 54TH ST,-75.2281594,39.94409948,0
2022,2022-09-29 00:00:00+00,17:03:00,B,M,16,Head,1100 BLOCK S 54TH ST,-75.2281594,39.94409948,1
2022,2022-10-31 00:00:00+00,16:02:00,W,M,36,Multiple,6400 BLOCK DICKENS AV,-75.22842679,39.9224473,0
2022,2022-12-28 00:00:00+00,14:16:00,B,M,,Multiple,2100 BLOCK S 61ST ST,-75.23076243,39.93004866,0
2023,2023-04-27 00:00:00+00,18:22:00,B,M,16,Head,2200 BLOCK S 67TH ST,-75.2368582,39.9237263,1
2022,2022-08-26 00:00:00+00,17:06:00,B,M,21,Arm,5900 BLOCK KINGSESSING AVE,-75.22865713,39.93366353,0
2022,2022-07-09 00:00:00+00,15:19:00,B,F,57,Leg,5800 BLOCK WOODLAND AVE,-75.22492396,39.93211594,0
2022,2022-09-06 00:00:00+00,03:18:00,W,M,33,Multiple,2500 BLOCK S FELTON ST,-75.22621389,39.92411761,0
2022,2022-05-05 00:00:00+00,16:40:00,B,M,33,Multiple,2200 BLOCK S 62ND ST,-75.23062794,39.92812404,0
2022,2022-08-05 00:00:00+00,14:55:00,B,M,33,Multiple,7200 BLOCK ELMWOOD AVE,-75.24153017,39.91441758,1
2022,2022-07-09 00:00:00+00,19:16:00,B,M,19,Buttocks,2400 BLOCK S 63RD ST,-75.22897915,39.92502273,0
2022,2022-04-02 00:00:00+00,07:07:00,B,F,32,Arm,2500 BLOCK BELLFORD ST,-75.24421039,39.91079958,0
2022,2022-05-19 00:00:00+00,22:24:00,B,M,17,Multiple,6500 BLOCK PASCHALL AVE,-75.23319159,39.92444498,0
2022,2022-02-03 00:00:00+00,18:36:00,B,M,26,Hand,5300 BLOCK SPRINGFIELD AVE,-75.22278868,39.94162231,0
2022,2022-06-24 00:00:00+00,15:06:00,B,M,27,Leg,5700 BLOCK GREENWAY AVE,-75.224511,39.93441293,0
2022,2022-10-22 00:00:00+00,03:27:00,B,M,20,Foot,2600 BLOCK S DEWEY ST,-75.22332154,39.92403024,0
2025,2025-01-01 00:00:00+00,00:04:00,B,M,54,Multiple,6000 BLOCK CHESTER AVENUE,-75.23264663,39.93309319,1
2024,2024-12-07 00:00:00+00,23:31:00,B,M,37,Groin,6700 BLOCK PASCHALL AVE,-75.23713531,39.92182933,0
2022,2022-01-26 00:00:00+00,14:54:00,B,M,17,Chest,2300 BLOCK S 66TH ST,-75.23434379,39.9236595,1
2022,2022-01-24 00:00:00+00,00:40:00,W,M,25,Shoulder,3100 BLOCK S 61ST ST,-75.21172376,39.91967434,0
2022,2022-06-30 00:00:00+00,22:06:00,B,M,29,Back,5800 BLOCK ANGORA TER,-75.23985524,39.94468411,0
2024,2024-06-14 00:00:00+00,14:22:00,B,M,55,Abdomen,6700 BLOCK DOREL ST,-75.22929753,39.91718597,0
2024,2024-06-14 00:00:00+00,14:22:00,B,M,24,Multiple,6700 BLOCK DOREL ST,-75.22929753,39.91718597,0
2024,2024-01-14 00:00:00+00,15:17:00,A,M,66,Multiple,6000 BLOCK PASSYUNK AVE,-75.20185746,39.91982961,0
2015,2015-12-28 00:00:00+00,18:05:00,B,M,19,Chest,5600 BLOCK Warrington Ave,-75.22843303,39.93990973,0
2016,2016-01-01 00:00:00+00,03:30:00,B,M,46,Multiple,7100 BLOCK Dicks Ave,-75.23627386,39.91364702,0
2016,2016-10-23 00:00:00+00,11:43:00,B,M,17,Head,7500 BLOCK Elmwood St,-75.24588756,39.91089232,0
2016,2016-05-22 00:00:00+00,09:59:00,B,M,20,Leg,1400 BLOCK NFirth St,-75.228672,39.93822621,0
2016,2016-11-28 00:00:00+00,23:05:00,B,M,30,Multiple,2500 BLOCK S Robinson St,-75.22574499,39.92525995,0
2024,2024-08-04 00:00:00+00,11:37:00,B,F,17,Leg,6200 BLOCK REEDLAND ST,-75.22810418,39.92461528,0
2024,2024-08-04 00:00:00+00,11:37:00,B,M,26,Multiple,6200 BLOCK REEDLAND ST,-75.22810418,39.92461528,0
2024,2024-07-07 00:00:00+00,14:29:00,B,M,37,Multiple/Head,1800 BLOCK S ALDEN ST,-75.22845836,39.93708665,0
2017,2017-09-28 00:00:00+00,12:00:00,B,M,30,Back,5400 BLOCK Warrington Ave,-75.22554458,39.9418393,0
2023,2023-03-17 00:00:00+00,20:26:00,B,F,40,Multiple/Head,6000 BLOCK REINHARD ST,-75.22986459,39.93208812,0
2024,2024-04-25 00:00:00+00,00:29:00,W,M,48,Hand,6200 BLOCK LINDBERGH BLVD,-75.22320116,39.92225941,0
2017,2017-04-06 00:00:00+00,02:07:00,B,F,33,Multiple,5700 BLOCK Florence St,-75.23109793,39.93984746,0
2018,2018-08-15 00:00:00+00,00:18:00,B,M,58,Leg,5400 BLOCK SPRINGFIELD AV,-75.22525863,39.93998238,0
2020,2020-12-28 00:00:00+00,08:38:00,B,M,15,Head,1200 BLOCK S 51ST ST,-75.21901207,39.94237138,1
2020,2020-11-03 00:00:00+00,19:00:00,B,M,44,Hip,5600 BLOCK CHESTER AVE,-75.22597173,39.93746664,0
2020,2020-10-24 00:00:00+00,21:45:00,B,M,21,Head,8000 BLOCK LYONS AVE,-75.24551752,39.89978449,1
2022,2022-08-21 00:00:00+00,00:21:00,B,M,,Head,2500 BLOCK BELLFORD ST,-75.24530035,39.91123269,1
2015,2015-05-03 00:00:00+00,23:14:00,B,M,19,Leg,1500 BLOCK S Lindenwood St,-75.21793176,39.93839315,0
2022,2022-05-31 00:00:00+00,00:42:00,A,M,61,Arm,5100 BLOCK CHESTER AVE,-75.21983298,39.94154014,0
